Customer_ID,Churn_Probability,Predicted_CLV,Priority_Label,Segment
6518-LGAOV,0.9317507637809174,4465.732499999999,Immediate Save,Loyal Premium Customers
5219-YIPTK,0.9316975568732937,3791.0475999999962,Immediate Save,Loyal Premium Customers
0576-WNXXC,0.9316281353586925,3602.757999999997,Immediate Save,Established Standard Customers
2974-GGUXS,0.9308543533718583,3677.4158,Immediate Save,Established Standard Customers
5419-JKZNQ,0.9305276059079809,2475.0817999999995,Immediate Save,Established Standard Customers
9172-JITSM,0.9292142737455013,2780.5432000000037,Immediate Save,Established Standard Customers
7240-FQLHE,0.9284840024070422,2204.782099999997,Immediate Save,Established Standard Customers
1028-FFNJK,0.9277402436440488,4377.176699999999,Immediate Save,Established Standard Customers
5981-ITEMU,0.9263806430484796,4589.9825999999985,Immediate Save,Loyal Premium Customers
9606-PBKBQ,0.9255647273275881,3022.9829999999993,Immediate Save,Established Standard Customers
7739-LAXOG,0.9252865177316192,4466.4555,Immediate Save,Established Standard Customers
0946-CLJTI,0.9251254865897396,6066.647399999998,Immediate Save,Loyal Premium Customers
5519-YLDGW,0.9249374188872492,2269.0396999999966,Immediate Save,Established Standard Customers
0115-TFERT,0.9240263339696824,3086.1252999999992,Immediate Save,Established Standard Customers
6646-VRFOL,0.9239028561762749,7499.640999999994,Immediate Save,Loyal Premium Customers
1771-OADNZ,0.9237965067458784,3782.465899999994,Immediate Save,Established Standard Customers
7599-FKVXZ,0.9236183689228897,4687.6254999999965,Immediate Save,Loyal Premium Customers
6651-AZVTJ,0.922943051747316,7207.264600000004,Immediate Save,Loyal Premium Customers
7137-RYLPP,0.9223263086660585,4554.076300000004,Immediate Save,Established Standard Customers
7142-HVGBG,0.9220917161946953,5128.259099999993,Immediate Save,Loyal Premium Customers
8714-EUHJO,0.9214334716653061,4005.192499999998,Immediate Save,Established Standard Customers
2568-OIADY,0.9212122480555862,5046.862399999995,Immediate Save,Loyal Premium Customers
8914-RBTSB,0.9209964304100059,3088.6223999999984,Immediate Save,Established Standard Customers
0310-MVLET,0.9201024092463379,9005.570500000013,Immediate Save,Loyal Premium Customers
0599-XNYDO,0.9200476244452549,2406.0358999999976,Immediate Save,Established Standard Customers
9369-XFEHK,0.9199937100444096,3774.6270000000018,Immediate Save,Established Standard Customers
3536-IQCTX,0.9197437067777875,4245.823599999996,Immediate Save,Established Standard Customers
7056-IMHCC,0.9194026032666314,5935.272299999987,Immediate Save,Loyal Premium Customers
9601-BRXPO,0.9188893225592711,2749.847900000001,Immediate Save,Loyal Premium Customers
0886-QGENL,0.9187694460360548,3912.719300000004,Immediate Save,Established Standard Customers
5886-VLQVU,0.9186432405701868,4052.0133,Immediate Save,Established Standard Customers
1989-PRJHP,0.9184549631817368,2247.344699999998,Immediate Save,Established Standard Customers
5364-XYIRR,0.9178507375323791,5898.4654,Immediate Save,Loyal Premium Customers
8621-MNIHH,0.9177700812652687,3469.040500000001,Immediate Save,Established Standard Customers
2474-BRUCM,0.9176765057606521,4283.294099999995,Immediate Save,Loyal Premium Customers
8708-XPXHZ,0.917438639611841,4427.639999999999,Immediate Save,Loyal Premium Customers
3001-CBHLQ,0.9169548413269596,4595.266,Immediate Save,Loyal Premium Customers
9102-IAYHT,0.9164189950107883,2226.701499999997,Immediate Save,Established Standard Customers
4070-OKWVH,0.915948010412801,6498.515800000001,Immediate Save,Loyal Premium Customers
6818-WOBHJ,0.9138116763481094,7745.991099999994,Immediate Save,Loyal Premium Customers
9090-SGQXL,0.9134043917450924,10507.48249999999,Immediate Save,Loyal Premium Customers
6583-QGCSI,0.9129615329987302,6153.977700000004,Immediate Save,Loyal Premium Customers
9614-RMGHA,0.9128470022836951,8301.57849999999,Immediate Save,Loyal Premium Customers
4566-GOLUK,0.912779477464606,6827.351599999997,Immediate Save,Loyal Premium Customers
5099-BAILX,0.9125027186146538,5322.944200000002,Immediate Save,Loyal Premium Customers
2685-SREOM,0.9124618440760569,2867.784599999999,Immediate Save,Established Standard Customers
8849-AYPTR,0.9090086509048854,3979.8668000000052,Immediate Save,Established Standard Customers
5889-JTMUL,0.9088121305304271,6542.805399999998,Immediate Save,Loyal Premium Customers
9912-GVSEQ,0.9075103638172125,2691.0326000000014,Immediate Save,Established Standard Customers
5536-RTPWK,0.907042722866875,5865.96940000001,Immediate Save,Loyal Premium Customers
0654-HMSHN,0.9063903016384101,3039.463200000001,Immediate Save,Established Standard Customers
8840-DQLGN,0.905723363035787,4064.6381,Immediate Save,Loyal Premium Customers
8695-ARGXZ,0.9041337957714701,2560.6309999999985,Immediate Save,Established Standard Customers
4446-BZKHU,0.9039281582129399,9084.225600000014,Immediate Save,Loyal Premium Customers
0895-DQHEW,0.9036737946368131,7289.209800000003,Immediate Save,Loyal Premium Customers
4658-HCOHW,0.903510976266398,2481.057100000001,Immediate Save,Loyal Premium Customers
7627-JKIAZ,0.9034559616481705,4242.108000000008,Immediate Save,Established Standard Customers
3768-NLUBH,0.9033917884640775,8138.671799999991,Immediate Save,Loyal Premium Customers
2082-OJVTK,0.901980192783938,2807.876800000001,Immediate Save,Established Standard Customers
4971-PUYQO,0.9012081614088391,2984.3722000000025,Immediate Save,Established Standard Customers
1309-BXVOQ,0.90087156800501,2667.8588000000022,Immediate Save,Established Standard Customers
9992-RRAMN,0.9006380966479053,2239.5980000000027,Immediate Save,Established Standard Customers
3427-GGZZI,0.9006123120179921,2463.1611999999955,Immediate Save,Established Standard Customers
5373-SFODM,0.8986528489780652,3985.024500000002,Immediate Save,Established Standard Customers
6599-RCLCJ,0.8969455783142659,5402.916299999999,Immediate Save,Loyal Premium Customers
3672-YITQD,0.8967147717590469,4174.350600000002,Immediate Save,Established Standard Customers
3194-ORPIK,0.8958607883448949,5959.513000000007,Immediate Save,Loyal Premium Customers
7969-AULMZ,0.8950825528511845,2289.383899999999,Immediate Save,Established Standard Customers
1228-FZFRV,0.8950521083141116,6435.437200000002,Immediate Save,Loyal Premium Customers
5569-OUICF,0.894628175600125,3235.8117999999986,Immediate Save,Established Standard Customers
7233-DRTRF,0.8946132397233798,7549.820900000002,Immediate Save,Loyal Premium Customers
8625-AZYZY,0.8941920243905982,2621.1729000000023,Immediate Save,Loyal Premium Customers
3001-UNBTL,0.8936030317198762,4314.744799999997,Immediate Save,Established Standard Customers
2683-BPJSO,0.8930286788428626,3282.040899999999,Immediate Save,Established Standard Customers
9600-UDOPK,0.8926220244035467,3142.559900000004,Immediate Save,Established Standard Customers
4550-VBOFE,0.8923469283980168,8298.285400000002,Immediate Save,Loyal Premium Customers
5502-RLUYV,0.892343878485541,9907.494499999988,Immediate Save,Loyal Premium Customers
8749-JMNKX,0.88964714651721,5899.140600000005,Immediate Save,Loyal Premium Customers
6683-VLCTZ,0.8894648559639625,2818.678600000001,Immediate Save,Established Standard Customers
1891-FZYSA,0.889251059735148,7376.963699999989,Immediate Save,Loyal Premium Customers
4423-YLHDV,0.8890036841429593,2984.1166000000026,Immediate Save,Established Standard Customers
0354-WYROK,0.8884209144996555,4427.542299999998,Immediate Save,Loyal Premium Customers
9574-RKJIF,0.887673694520049,3759.2151000000054,Immediate Save,Established Standard Customers
5565-FILXA,0.8873387353582003,2132.497800000002,Immediate Save,Established Standard Customers
2144-BFDSO,0.8866208746605784,6023.136099999998,Immediate Save,Loyal Premium Customers
0256-LTHVJ,0.886128291686307,2694.487999999998,Immediate Save,Established Standard Customers
8610-WFCJF,0.8859111350989076,7152.084199999998,Immediate Save,Loyal Premium Customers
0407-BDJKB,0.8853011460546525,7935.615999999993,Immediate Save,Loyal Premium Customers
5389-FFVKB,0.8852754394229173,2705.2794999999983,Immediate Save,Established Standard Customers
3384-CTMSF,0.8836143130173013,7211.895899999996,Immediate Save,Loyal Premium Customers
3207-OYBWH,0.8831572489759743,8126.083899999995,Immediate Save,Loyal Premium Customers
5449-FIBXJ,0.8831520998525446,2468.314499999998,Immediate Save,Established Standard Customers
5419-KLXBN,0.8828485489631696,2849.362499999999,Immediate Save,Established Standard Customers
2037-SGXHH,0.882709740738303,5190.1219999999985,Immediate Save,Loyal Premium Customers
0524-IAVZO,0.8823665762392956,2781.888100000002,Immediate Save,Established Standard Customers
4983-CLMLV,0.8815161953591727,7526.07810000001,Immediate Save,Loyal Premium Customers
4094-NSEDU,0.8807616558362334,2428.750199999997,Immediate Save,Established Standard Customers
9465-RWMXL,0.880126932437026,3230.000900000001,Immediate Save,Established Standard Customers
7869-ZYDST,0.8796975546509518,2795.295299999998,Immediate Save,Established Standard Customers
9279-CJEOJ,0.8796771332829566,2821.4273,Immediate Save,Established Standard Customers
1035-IPQPU,0.8790120735968844,7659.875699999988,Immediate Save,Loyal Premium Customers
5498-TXHLF,0.8789807578958375,4251.370799999997,Immediate Save,Established Standard Customers
0410-IPFTY,0.8785171018153063,3010.2093000000004,Immediate Save,Established Standard Customers
3023-GFLBR,0.8779245888000401,3358.2011,Immediate Save,Established Standard Customers
3976-BWUCK,0.8776941908957705,3019.4623000000006,Immediate Save,Established Standard Customers
9809-IMGCQ,0.8767656481884283,3073.5266,Immediate Save,Established Standard Customers
1173-NOEYG,0.8765461818418414,3039.141700000003,Immediate Save,Established Standard Customers
2659-VXMWZ,0.874900168731316,9534.53640000001,Immediate Save,Loyal Premium Customers
5287-QWLKY,0.8746700003260136,10675.592499999995,Immediate Save,Loyal Premium Customers
2195-ZRVAX,0.874626827609183,6046.688199999997,Immediate Save,Loyal Premium Customers
6467-CHFZW,0.8742792722022257,6307.5742000000055,Immediate Save,Loyal Premium Customers
6771-XWBDM,0.8742401647983622,8259.378500000006,Immediate Save,Loyal Premium Customers
9360-OMDZZ,0.8733259542702921,3084.4346999999975,Immediate Save,Established Standard Customers
4597-NUCQV,0.8732428716154713,3015.1342000000004,Immediate Save,Established Standard Customers
0611-DFXKO,0.8730245766657205,2183.6527000000015,Immediate Save,Established Standard Customers
2856-NNASM,0.8726743904720641,5470.9501999999975,Immediate Save,Loyal Premium Customers
9158-VCTQB,0.8714831300484144,4802.902099999993,Immediate Save,Loyal Premium Customers
0337-CNPZE,0.8712074454565253,4714.312199999997,Immediate Save,Loyal Premium Customers
1323-OOEPC,0.8709008794187811,7397.52699999999,Immediate Save,Loyal Premium Customers
1343-EHPYB,0.869761327724153,9659.385799999991,Immediate Save,Loyal Premium Customers
2249-YPRNG,0.8693570708378937,2743.835300000004,Immediate Save,Established Standard Customers
7547-EKNFS,0.8685901110082743,4744.141199999994,Immediate Save,Loyal Premium Customers
7028-DVOIQ,0.8683828686559808,4207.1297,Immediate Save,Established Standard Customers
8118-LSUEL,0.8682608598840041,2810.016100000002,Immediate Save,Established Standard Customers
3990-QYKBE,0.8672000604720151,4951.8106000000025,Immediate Save,Loyal Premium Customers
0236-HFWSV,0.8669050680112936,2139.7760000000026,Immediate Save,Established Standard Customers
8019-ENHXU,0.8667522432126997,5723.105400000008,Immediate Save,Loyal Premium Customers
2657-ALMWY,0.8664574182472703,2686.7510999999995,Immediate Save,Established Standard Customers
0320-JDNQG,0.8654913552071553,3190.3588,Immediate Save,Established Standard Customers
3923-CSIHK,0.8650019457912408,3914.047899999998,Immediate Save,Loyal Budget Customers
8155-IBNHG,0.8633266219225412,2254.3716,Immediate Save,Established Standard Customers
6172-FECYY,0.8623082032202498,6164.889300000001,Immediate Save,Loyal Premium Customers
2604-IJPDU,0.8622684672060665,2534.619699999998,Immediate Save,Established Standard Customers
0979-PHULV,0.8619660981516369,10294.094400000009,Immediate Save,Loyal Premium Customers
6543-XRMYR,0.8618051301084998,4346.396700000001,Immediate Save,Established Standard Customers
6908-VVYHM,0.861480101740573,7367.87389999999,Immediate Save,Loyal Premium Customers
5804-HYIEZ,0.8603829706335352,10280.026000000009,Immediate Save,Loyal Premium Customers
0596-BQCEQ,0.8598224365407429,9312.5364,Immediate Save,Loyal Premium Customers
7271-AJDTL,0.8598059232158466,7087.319500000007,Immediate Save,Loyal Premium Customers
8397-MVTAZ,0.8593699536663354,4208.337200000002,Immediate Save,Loyal Premium Customers
3348-CFRNX,0.8588574268488204,3656.489200000001,Immediate Save,Established Standard Customers
8565-CLBZW,0.8581240274693199,2850.165299999996,Immediate Save,Established Standard Customers
2824-MYYBN,0.857699651535157,3512.592799999997,Immediate Save,Loyal Premium Customers
6961-VCPMC,0.8573107594940319,5880.35839999999,Immediate Save,Established Standard Customers
3934-HXCFZ,0.8567280646961608,2708.367800000001,Immediate Save,Established Standard Customers
1194-HVAIF,0.8564553753888895,3025.4765000000043,Immediate Save,Established Standard Customers
3269-ATYWD,0.8563056870389932,5480.020500000001,Immediate Save,Established Standard Customers
6845-RGTYS,0.8557076455568109,4757.716400000006,Immediate Save,Loyal Premium Customers
6892-XPFPU,0.8553922969633826,3589.7114000000065,Immediate Save,Loyal Premium Customers
5382-SOYZL,0.8548178567792664,2414.6422999999972,Immediate Save,Established Standard Customers
3132-TVFDZ,0.8547379581704537,2585.515500000003,Immediate Save,Loyal Budget Customers
7714-YXSMB,0.8534103529033391,3114.131900000001,Immediate Save,Established Standard Customers
2105-PHWON,0.8533426636090449,3502.3897999999976,Immediate Save,Established Standard Customers
2873-ZLIWT,0.853168713670873,3532.040599999999,Immediate Save,Established Standard Customers
4735-ASGMA,0.8524019325118325,3496.6796999999947,Immediate Save,Established Standard Customers
3211-AAPKX,0.8519364647609039,2482.309800000002,Immediate Save,Established Standard Customers
8327-LZKAS,0.850807547675602,5235.794700000003,Immediate Save,Loyal Premium Customers
3393-FMZPV,0.8506943429397094,3325.782599999999,Immediate Save,Established Standard Customers
2523-EWWZL,0.8505814699050721,3136.066,Immediate Save,Established Standard Customers
3597-MVHJT,0.8505413259384592,3537.0259000000037,Immediate Save,Established Standard Customers
2479-BRAMR,0.850497274197984,5213.955299999999,Immediate Save,Established Standard Customers
6899-PPEEA,0.8501453279978791,3696.8061,Immediate Save,Established Standard Customers
1254-IZEYF,0.8497625341690032,4325.481799999998,Immediate Save,Established Standard Customers
0461-CVKMU,0.8492107984057108,2826.3613000000028,Immediate Save,Established Standard Customers
9927-DSWDF,0.8485347165368781,3219.671500000003,Immediate Save,Loyal Premium Customers
4598-XLKNJ,0.8480157140024488,2816.979200000003,Immediate Save,Established Standard Customers
8313-NDOIA,0.8479648936470521,3369.0900999999985,Immediate Save,Established Standard Customers
4873-ILOLJ,0.8479609396014512,3023.049099999998,Immediate Save,Established Standard Customers
0348-SDKOL,0.8475290061706566,6248.826199999994,Immediate Save,Loyal Premium Customers
9821-POOTN,0.8474852530381707,3946.5426999999995,Immediate Save,Established Standard Customers
1550-LOAHA,0.8453409713304654,3836.694999999999,Immediate Save,Established Standard Customers
1723-HKXJQ,0.8450696709686085,4957.229199999999,Immediate Save,Loyal Premium Customers
4829-AUOAX,0.8448092050618099,4778.9756,Immediate Save,Loyal Premium Customers
2040-VZIKE,0.844765155057535,7220.078800000001,Immediate Save,Loyal Premium Customers
1689-MRZQR,0.8444589527680951,2996.139200000001,Immediate Save,Established Standard Customers
4471-KXAUH,0.8443292913622182,3964.204399999997,Immediate Save,Loyal Premium Customers
5119-KEPFY,0.8441121938789767,3659.1518000000005,Immediate Save,Loyal Premium Customers
0148-DCDOS,0.8438187494074305,3223.8043999999995,Immediate Save,Established Standard Customers
8988-ECPJR,0.8429614339884264,3597.565399999995,Immediate Save,Established Standard Customers
8212-CRQXP,0.8421582312006433,2746.841899999998,Immediate Save,Established Standard Customers
6173-ITPWD,0.8421356917107806,4806.646700000002,Immediate Save,Loyal Premium Customers
4607-CHPCA,0.8419534346963324,3198.686899999999,Immediate Save,Established Standard Customers
3318-OSATS,0.8415473172881897,4825.791999999996,Immediate Save,Established Standard Customers
9722-UJOJR,0.8413182201116731,2340.342400000001,Immediate Save,Established Standard Customers
3957-LXOLK,0.8412265535781784,3336.261200000002,Immediate Save,Loyal Premium Customers
0643-OKLRP,0.8408417944650218,5725.7413,Immediate Save,Established Standard Customers
7480-QNVZJ,0.839121841763518,5775.563200000003,Immediate Save,Loyal Premium Customers
1666-JXLKU,0.8387042528080271,4363.874900000004,Immediate Save,Loyal Premium Customers
9732-EQMWY,0.8373911912618593,5584.041799999999,Immediate Save,Loyal Premium Customers
3757-NJYBX,0.8373572917592798,3714.8458000000014,Immediate Save,Loyal Premium Customers
0257-ZESQC,0.8373159805944023,2225.7303999999986,Immediate Save,Established Standard Customers
8063-GBATB,0.8360140329123135,3132.5277000000033,Immediate Save,Established Standard Customers
9943-VSZUV,0.8355380329657255,7676.508799999995,Immediate Save,Loyal Budget Customers
5016-IBERQ,0.8351043217770406,2401.2862000000027,Immediate Save,Established Standard Customers
6907-NZZIJ,0.8345784296826124,3975.675400000001,Immediate Save,Loyal Premium Customers
8739-WWKDU,0.8343452451570481,2692.072299999998,Immediate Save,Established Standard Customers
2357-COQEK,0.8336056953173593,3757.9500000000007,Immediate Save,Loyal Premium Customers
7079-QRCBC,0.8334973376228988,3299.327299999994,Immediate Save,Established Standard Customers
4883-QICIH,0.8334288057787469,2605.4320000000025,Immediate Save,Established Standard Customers
2003-CKLOR,0.8315891431379536,8377.241099999996,Immediate Save,Loyal Premium Customers
6029-WTIPC,0.8293876163225095,5114.888400000004,Immediate Save,Loyal Premium Customers
1866-RZZQS,0.8293668319001003,5835.347100000003,Immediate Save,Loyal Premium Customers
5609-CEBID,0.8293284325369507,2818.7934999999998,Immediate Save,Established Standard Customers
4831-EOBFE,0.8287639566529736,3797.1625999999933,Immediate Save,Established Standard Customers
5002-GCQFH,0.8278196575988616,6988.889000000004,Immediate Save,Loyal Premium Customers
0311-UNPFF,0.827737113348116,3264.9367999999977,Immediate Save,Established Standard Customers
8387-MOJJT,0.8275339443531046,4789.338100000005,Immediate Save,Established Standard Customers
9776-CLUJA,0.8270422933609599,4824.7975999999935,Immediate Save,Loyal Premium Customers
4818-DRBQT,0.8270101670529661,3095.5020999999992,Immediate Save,Established Standard Customers
0265-EDXBD,0.8264623886972822,3840.423399999999,Immediate Save,Established Standard Customers
6212-ATMLK,0.8263548204730031,7182.156299999999,Immediate Save,Loyal Premium Customers
5590-BYNII,0.8259252508361469,3088.6312999999996,Immediate Save,Established Standard Customers
2809-ZMYOQ,0.8257832459633115,4580.058499999999,Immediate Save,Loyal Premium Customers
4958-XCBDQ,0.8256799259523365,4917.097800000006,Immediate Save,Loyal Premium Customers
4124-MMETB,0.8253500904042315,3138.2816,Immediate Save,Established Standard Customers
6745-JEFZB,0.8234831340349961,4085.1953,Immediate Save,Established Standard Customers
4704-ERYFC,0.8230030321652984,2292.2218000000034,Immediate Save,Established Standard Customers
4248-HCETZ,0.8216636587126269,2640.020799999997,Immediate Save,Established Standard Customers
8393-DLHGA,0.820810640986052,2560.9911000000006,Immediate Save,Established Standard Customers
0486-HECZI,0.8203585815466018,7923.880899999992,Immediate Save,Loyal Premium Customers
3336-JORSO,0.8200224414767388,4236.747399999997,Immediate Save,Loyal Premium Customers
9490-DFPMD,0.8198107718600987,3912.6298999999935,Immediate Save,Established Standard Customers
6661-HBGWL,0.8197299684632114,4917.932199999999,Immediate Save,Loyal Premium Customers
7279-BUYWN,0.8196796279994959,5737.318200000001,Immediate Save,Loyal Premium Customers
2985-FMWYF,0.81934150848444,2725.0903999999987,Immediate Save,Established Standard Customers
3588-WSTTJ,0.81901193150371,4763.287100000001,Immediate Save,Loyal Premium Customers
8709-KRDVL,0.8180169287460597,3894.2507999999957,Immediate Save,Loyal Premium Customers
6284-AHOOQ,0.8177946408965046,2967.019799999999,Immediate Save,Established Standard Customers
4913-EHYUI,0.8176423665487978,8342.274099999995,Immediate Save,Loyal Premium Customers
8623-TMRBY,0.8162028846165692,6385.445299999998,Immediate Save,Loyal Premium Customers
2080-CAZNM,0.8154057384584202,4504.035699999996,Immediate Save,Loyal Premium Customers
6088-BXMRG,0.8147426753302993,3912.515100000002,Immediate Save,Loyal Premium Customers
4846-WHAFZ,0.812848901619517,3094.3442999999947,Immediate Save,Established Standard Customers
2034-CGRHZ,0.8125646886736031,2565.9627000000005,Immediate Save,Established Standard Customers
7587-AOVVU,0.812555458810765,3146.5383000000015,Immediate Save,Established Standard Customers
6712-OAWRH,0.8120312396923485,3267.6605,Immediate Save,Established Standard Customers
3254-YRILK,0.8115694692145593,2345.582799999999,Immediate Save,Established Standard Customers
0406-BPDVR,0.8102548082581348,7217.773700000008,Immediate Save,Loyal Premium Customers
0634-SZPQA,0.8100359245722147,2353.056,Immediate Save,Established Standard Customers
8784-CGILN,0.8100106886475914,2387.999399999996,Immediate Save,Established Standard Customers
8868-WOZGU,0.809534059384625,3827.0490000000004,Immediate Save,Loyal Premium Customers
5708-EVONK,0.8082913440731222,5733.854999999998,Immediate Save,Loyal Premium Customers
7821-DPRQE,0.8076172502195936,9012.734499999999,Immediate Save,Loyal Premium Customers
2267-WTPYD,0.8071873479713512,6740.950700000005,Immediate Save,Loyal Premium Customers
1842-EZJMK,0.8068591192942276,6981.966500000001,Immediate Save,Loyal Premium Customers
4822-YCXMX,0.806778117121037,2280.1550000000025,Immediate Save,Established Standard Customers
0939-YAPAF,0.8055554467914673,3878.769699999999,Immediate Save,Loyal Premium Customers
6595-YGXIT,0.804854103778868,3420.909700000004,Immediate Save,Established Standard Customers
6005-OBZPH,0.8033431821247548,2562.7776999999974,Immediate Save,Established Standard Customers
0447-RXSGD,0.803013422002805,2956.383900000002,Immediate Save,Established Standard Customers
9600-NAXZN,0.8019230443486028,6495.809200000005,Immediate Save,Loyal Premium Customers
5655-JSMZM,0.8015780079377334,6389.056400000007,Immediate Save,Loyal Premium Customers
6486-LHTMA,0.8008724680797631,4227.503099999999,Immediate Save,Established Standard Customers
5201-USSQZ,0.800847330057535,3267.981500000002,Immediate Save,Established Standard Customers
1020-JPQOW,0.7987984733113268,5343.963800000009,Immediate Save,Loyal Premium Customers
1732-VHUBQ,0.7983404064724963,4638.232499999994,Immediate Save,Loyal Budget Customers
5628-FCGYG,0.7973958633103315,2751.523299999999,Immediate Save,Established Standard Customers
2625-TRCZQ,0.7962733732806314,2508.090300000003,Immediate Save,Loyal Premium Customers
6481-ESCNL,0.7958009294692111,3192.113699999997,Immediate Save,Loyal Premium Customers
4690-PKDQG,0.7938673856263658,5005.088399999994,Immediate Save,Loyal Premium Customers
4902-OHLSK,0.7934693530181712,3398.0714000000007,Immediate Save,Established Standard Customers
5899-OUVKV,0.7924821012597061,4373.870199999991,Immediate Save,Loyal Premium Customers
1935-IMVBB,0.7919159738744294,5235.990000000008,Immediate Save,Loyal Premium Customers
5671-UUNXD,0.7915036107560369,7008.433000000004,Immediate Save,Loyal Premium Customers
6300-BWMJX,0.7898772213108459,6655.627599999999,Immediate Save,Loyal Premium Customers
8429-XIBUM,0.7895540387860547,2509.9371999999958,Immediate Save,Established Standard Customers
0114-PEGZZ,0.7891905881371096,5109.226500000005,Immediate Save,Loyal Premium Customers
8276-MQBYC,0.7879835787893876,5915.7844,Immediate Save,Loyal Premium Customers
8017-LXHFA,0.7871218313401336,2954.6158000000023,Immediate Save,Established Standard Customers
2697-NQBPF,0.7867735531274738,4665.409799999999,Immediate Save,Loyal Premium Customers
1766-GKNMI,0.7860170091842369,2709.9799,Immediate Save,Established Standard Customers
9710-ZUSHQ,0.7855456625152847,5369.128600000004,Immediate Save,Loyal Premium Customers
9355-NPPFS,0.7852428336196124,2536.1275999999993,Immediate Save,Established Standard Customers
0621-HJWXJ,0.7843604149220257,6329.545800000001,Immediate Save,Loyal Premium Customers
0376-YMCJC,0.784255110703174,3039.2534999999993,Immediate Save,Established Standard Customers
0818-OCPZO,0.7840917438690423,3305.0275999999976,Immediate Save,Established Standard Customers
5630-IXDXV,0.7829661662527543,5555.770299999995,Immediate Save,Loyal Premium Customers
6242-MBHPK,0.7828948089921356,3235.6689999999985,Immediate Save,Established Standard Customers
0533-BNWKF,0.7821995054708797,7129.565,Immediate Save,Loyal Premium Customers
7586-ZATGZ,0.7821423948368857,4045.5615000000007,Immediate Save,Established Standard Customers
4803-AXVYP,0.7820950454245207,5431.091400000002,Immediate Save,Loyal Premium Customers
2800-QQUSO,0.781697621011791,5313.428799999998,Immediate Save,Loyal Premium Customers
2616-UUTFK,0.7813715728851928,3035.066699999997,Immediate Save,Established Standard Customers
4325-NFSKC,0.7812149147797988,2231.6243999999992,Immediate Save,Established Standard Customers
9167-APMXZ,0.7808361935382405,2292.048600000003,Immediate Save,Established Standard Customers
3640-PHQXK,0.7805058397617775,3000.6443000000054,Immediate Save,Established Standard Customers
5626-MGTUK,0.7803598168036028,2355.007800000003,Immediate Save,Established Standard Customers
